MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,0,false,43.55772704478606,1000.0
group 1 follow test case:0,0,false,44.55772704478606,1000.0
group 2 source test case:0,0,true,156.40484041670442,1000.0
group 2 follow test case:0,0,true,157.40484041670442,1000.0
group 3 source test case:0,0,false,155.62431749589086,1000.0
group 3 follow test case:0,0,false,156.62431749589086,1000.0
group 4 source test case:0,0,true,147.55081409316642,1000.0
group 4 follow test case:0,0,true,148.55081409316642,1000.0
group 5 source test case:0,0,false,77.6004915718087,1000.0
group 5 follow test case:0,0,false,78.6004915718087,1000.0
group 6 source test case:0,0,true,94.0924179993513,1000.0
group 6 follow test case:0,0,true,95.0924179993513,1000.0
group 7 source test case:0,1,false,78.95233390535779,1000.0
group 7 follow test case:0,1,false,79.95233390535779,1000.0
group 8 source test case:0,0,false,105.98678553869375,1000.0
group 8 follow test case:0,0,false,106.98678553869375,1000.0
group 9 source test case:0,1,true,195.57449129076082,1000.0
group 9 follow test case:0,1,true,196.57449129076082,1000.0
group 10 source test case:0,1,false,162.73001873888012,1000.0
group 10 follow test case:0,1,false,163.73001873888012,1000.0
group 11 source test case:0,0,true,41.670111376892265,1000.0
group 11 follow test case:0,0,true,42.670111376892265,1000.0
group 12 source test case:0,1,false,75.34016528308669,1000.0
group 12 follow test case:0,1,false,76.34016528308669,1000.0
group 13 source test case:0,0,true,163.59137695638339,1000.0
group 13 follow test case:0,0,true,164.59137695638339,1000.0
group 14 source test case:0,0,false,67.43636912351761,1000.0
group 14 follow test case:0,0,false,68.43636912351761,1000.0
group 15 source test case:0,1,true,179.37597445599468,1000.0
group 15 follow test case:0,1,true,180.37597445599468,1000.0
group 16 source test case:0,0,true,61.67124616070664,1000.0
group 16 follow test case:0,0,true,62.67124616070664,1000.0
group 17 source test case:0,0,true,63.45496083703591,1000.0
group 17 follow test case:0,0,true,64.45496083703591,1000.0
group 18 source test case:0,1,true,101.0812139139789,1000.0
group 18 follow test case:0,1,true,102.0812139139789,1000.0
group 19 source test case:0,0,true,194.28509808505754,1000.0
group 19 follow test case:0,0,true,195.28509808505754,1000.0
group 20 source test case:0,0,false,62.762628786276856,1000.0
group 20 follow test case:0,0,false,63.762628786276856,1000.0
group 21 source test case:0,1,false,46.965026777029095,1000.0
group 21 follow test case:0,1,false,47.965026777029095,1000.0
group 22 source test case:0,1,true,94.73645254486777,1000.0
group 22 follow test case:0,1,true,95.73645254486777,1000.0
group 23 source test case:0,0,false,116.83048511004833,1000.0
group 23 follow test case:0,0,false,117.83048511004833,1000.0
group 24 source test case:0,0,true,157.49326341051625,1000.0
group 24 follow test case:0,0,true,158.49326341051625,1000.0
group 25 source test case:0,0,true,145.04858341616824,1000.0
group 25 follow test case:0,0,true,146.04858341616824,1000.0
group 26 source test case:0,0,false,165.30895262603175,1000.0
group 26 follow test case:0,0,false,166.30895262603175,1000.0
