MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,0,false,69.22024122448539,1000.0
group 1 follow test case:0,0,false,70.22024122448539,1000.0
group 2 source test case:0,1,false,96.42138718096066,1000.0
group 2 follow test case:0,1,false,97.42138718096066,1000.0
group 3 source test case:0,1,true,46.853825103109585,1000.0
group 3 follow test case:0,1,true,47.853825103109585,1000.0
group 4 source test case:0,1,true,123.10139167047542,1000.0
group 4 follow test case:0,1,true,124.10139167047542,1000.0
group 5 source test case:0,1,false,66.51789668572428,1000.0
group 5 follow test case:0,1,false,67.51789668572428,1000.0
group 6 source test case:0,0,false,46.712118353841646,1000.0
group 6 follow test case:0,0,false,47.712118353841646,1000.0
group 7 source test case:0,1,true,145.88015051763426,1000.0
group 7 follow test case:0,1,true,146.88015051763426,1000.0
group 8 source test case:0,1,true,119.403543750951,1000.0
group 8 follow test case:0,1,true,120.403543750951,1000.0
group 9 source test case:0,1,false,153.6737659080718,1000.0
group 9 follow test case:0,1,false,154.6737659080718,1000.0
group 10 source test case:0,0,false,67.54906122603927,1000.0
group 10 follow test case:0,0,false,68.54906122603927,1000.0
group 11 source test case:0,1,true,64.83281261597261,1000.0
group 11 follow test case:0,1,true,65.83281261597261,1000.0
group 12 source test case:0,1,true,158.6063182050343,1000.0
group 12 follow test case:0,1,true,159.6063182050343,1000.0
group 13 source test case:0,1,true,67.79049313042219,1000.0
group 13 follow test case:0,1,true,68.79049313042219,1000.0
group 14 source test case:0,1,false,76.94212101790768,1000.0
group 14 follow test case:0,1,false,77.94212101790768,1000.0
group 15 source test case:0,1,true,106.4595536304158,1000.0
group 15 follow test case:0,1,true,107.4595536304158,1000.0
group 16 source test case:0,1,false,76.39201751723431,1000.0
group 16 follow test case:0,1,false,77.39201751723431,1000.0
group 17 source test case:0,0,true,154.9805970488249,1000.0
group 17 follow test case:0,0,true,155.9805970488249,1000.0
group 18 source test case:0,1,true,167.3809265346962,1000.0
group 18 follow test case:0,1,true,168.3809265346962,1000.0
group 19 source test case:0,1,true,119.14648417492259,1000.0
group 19 follow test case:0,1,true,120.14648417492259,1000.0
group 20 source test case:0,0,false,66.49100047644438,1000.0
group 20 follow test case:0,0,false,67.49100047644438,1000.0
group 21 source test case:0,0,false,59.481072875700306,1000.0
group 21 follow test case:0,0,false,60.481072875700306,1000.0
group 22 source test case:0,1,true,47.00338594245703,1000.0
group 22 follow test case:0,1,true,48.00338594245703,1000.0
group 23 source test case:0,0,false,44.368648813780275,1000.0
group 23 follow test case:0,0,false,45.368648813780275,1000.0
group 24 source test case:0,1,false,130.22404653530572,1000.0
group 24 follow test case:0,1,false,131.22404653530572,1000.0
group 25 source test case:0,0,true,52.35663646769654,1000.0
group 25 follow test case:0,0,true,53.35663646769654,1000.0
group 26 source test case:0,1,false,183.62506201894067,1000.0
group 26 follow test case:0,1,false,184.62506201894067,1000.0
group 27 source test case:0,0,true,52.35753798143244,1000.0
group 27 follow test case:0,0,true,53.35753798143244,1000.0
group 28 source test case:0,1,true,106.2734808054775,1000.0
group 28 follow test case:0,1,true,107.2734808054775,1000.0
group 29 source test case:0,0,true,172.88592882597771,1000.0
group 29 follow test case:0,0,true,173.88592882597771,1000.0
group 30 source test case:0,1,true,143.69314462455173,1000.0
group 30 follow test case:0,1,true,144.69314462455173,1000.0
group 31 source test case:0,0,false,180.7199394514674,1000.0
group 31 follow test case:0,0,false,181.7199394514674,1000.0
group 32 source test case:0,1,false,138.71113683500386,1000.0
group 32 follow test case:0,1,false,139.71113683500386,1000.0
group 33 source test case:0,1,false,111.37222028772837,1000.0
group 33 follow test case:0,1,false,112.37222028772837,1000.0
group 34 source test case:0,1,true,73.71207213918001,1000.0
group 34 follow test case:0,1,true,74.71207213918001,1000.0
group 35 source test case:0,1,false,50.999273367304596,1000.0
group 35 follow test case:0,1,false,51.999273367304596,1000.0
group 36 source test case:0,0,true,160.7789435943269,1000.0
group 36 follow test case:0,0,true,161.7789435943269,1000.0
group 37 source test case:0,1,true,57.73661300295052,1000.0
group 37 follow test case:0,1,true,58.73661300295052,1000.0
group 38 source test case:0,1,false,62.89000187736556,1000.0
group 38 follow test case:0,1,false,63.89000187736556,1000.0
group 39 source test case:0,0,false,50.89619253022259,1000.0
group 39 follow test case:0,0,false,51.89619253022259,1000.0
group 40 source test case:0,0,false,167.60450516109807,1000.0
group 40 follow test case:0,0,false,168.60450516109807,1000.0
group 41 source test case:0,0,false,141.8365007815927,1000.0
group 41 follow test case:0,0,false,142.8365007815927,1000.0
group 42 source test case:0,1,true,87.67634313081697,1000.0
group 42 follow test case:0,1,true,88.67634313081697,1000.0
group 43 source test case:0,0,true,133.05956144552255,1000.0
group 43 follow test case:0,0,true,134.05956144552255,1000.0
group 44 source test case:0,0,false,72.93926514495584,1000.0
group 44 follow test case:0,0,false,73.93926514495584,1000.0
group 45 source test case:0,1,false,161.00589588075883,1000.0
group 45 follow test case:0,1,false,162.00589588075883,1000.0
group 46 source test case:0,1,false,194.50006889672323,1000.0
group 46 follow test case:0,1,false,195.50006889672323,1000.0
group 47 source test case:0,0,false,104.02195652014132,1000.0
group 47 follow test case:0,0,false,105.02195652014132,1000.0
group 48 source test case:0,0,false,100.13092347037826,1000.0
group 48 follow test case:0,0,false,101.13092347037826,1000.0
group 49 source test case:0,0,false,191.83656192198907,1000.0
group 49 follow test case:0,0,false,192.83656192198907,1000.0
group 50 source test case:0,0,true,72.37703839619161,1000.0
group 50 follow test case:0,0,true,73.37703839619161,1000.0
group 51 source test case:0,1,false,158.9857752194266,1000.0
group 51 follow test case:0,1,false,159.9857752194266,1000.0
group 52 source test case:0,1,true,42.884490200073515,1000.0
group 52 follow test case:0,1,true,43.884490200073515,1000.0
group 53 source test case:0,0,true,40.71028208928141,1000.0
group 53 follow test case:0,0,true,41.71028208928141,1000.0
group 54 source test case:0,0,true,198.13159102854556,1000.0
group 54 follow test case:0,0,true,199.13159102854556,1000.0
group 55 source test case:0,0,true,93.76651843401412,1000.0
group 55 follow test case:0,0,true,94.76651843401412,1000.0
group 56 source test case:0,0,false,134.92793610231206,1000.0
group 56 follow test case:0,0,false,135.92793610231206,1000.0
group 57 source test case:0,0,false,73.05232741484042,1000.0
group 57 follow test case:0,0,false,74.05232741484042,1000.0
group 58 source test case:0,1,true,87.77375016906147,1000.0
group 58 follow test case:0,1,true,88.77375016906147,1000.0
group 59 source test case:0,0,true,125.26921216884293,1000.0
group 59 follow test case:0,0,true,126.26921216884293,1000.0
group 60 source test case:0,0,false,141.47861024329748,1000.0
group 60 follow test case:0,0,false,142.47861024329748,1000.0
group 61 source test case:0,0,false,66.70512532684748,1000.0
group 61 follow test case:0,0,false,67.70512532684748,1000.0
group 62 source test case:0,1,false,145.0878083125306,1000.0
group 62 follow test case:0,1,false,146.0878083125306,1000.0
group 63 source test case:0,0,false,150.4119743081932,1000.0
group 63 follow test case:0,0,false,151.4119743081932,1000.0
group 64 source test case:0,1,false,47.40574348389015,1000.0
group 64 follow test case:0,1,false,48.40574348389015,1000.0
group 65 source test case:0,1,false,137.2184096964965,1000.0
group 65 follow test case:0,1,false,138.2184096964965,1000.0
group 66 source test case:0,0,false,65.72161854822888,1000.0
group 66 follow test case:0,0,false,66.72161854822888,1000.0
group 67 source test case:0,0,true,60.41766168637125,1000.0
group 67 follow test case:0,0,true,61.41766168637125,1000.0
group 68 source test case:0,0,false,133.20191258447625,1000.0
group 68 follow test case:0,0,false,134.20191258447625,1000.0
group 69 source test case:0,0,false,56.218466128925655,1000.0
group 69 follow test case:0,0,false,57.218466128925655,1000.0
group 70 source test case:0,1,true,168.0180248452202,1000.0
group 70 follow test case:0,1,true,169.0180248452202,1000.0
group 71 source test case:0,0,false,125.86994575294447,1000.0
group 71 follow test case:0,0,false,126.86994575294447,1000.0
group 72 source test case:0,0,false,87.31315075720173,1000.0
