MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,true,105.2258923041832,1000.0
group 1 follow test case:0,1,true,106.2258923041832,1000.0
group 2 source test case:0,1,false,52.045115478909764,1000.0
group 2 follow test case:0,1,false,53.045115478909764,1000.0
group 3 source test case:0,1,true,111.32352062051248,1000.0
group 3 follow test case:0,1,true,112.32352062051248,1000.0
group 4 source test case:0,1,true,113.1365907858822,1000.0
group 4 follow test case:0,1,true,114.1365907858822,1000.0
group 5 source test case:0,0,true,48.49248589941592,1000.0
group 5 follow test case:0,0,true,49.49248589941592,1000.0
group 6 source test case:0,0,true,142.5612007600289,1000.0
group 6 follow test case:0,0,true,143.5612007600289,1000.0
group 7 source test case:0,0,false,133.24316284880388,1000.0
group 7 follow test case:0,0,false,134.24316284880388,1000.0
group 8 source test case:0,1,false,41.9692117352524,1000.0
group 8 follow test case:0,1,false,42.9692117352524,1000.0
group 9 source test case:0,0,true,193.4511679397354,1000.0
group 9 follow test case:0,0,true,194.4511679397354,1000.0
group 10 source test case:0,1,false,64.77383906040009,1000.0
group 10 follow test case:0,1,false,65.77383906040009,1000.0
group 11 source test case:0,0,false,70.64953614971314,1000.0
group 11 follow test case:0,0,false,71.64953614971314,1000.0
group 12 source test case:0,1,true,123.69672235209455,1000.0
group 12 follow test case:0,1,true,124.69672235209455,1000.0
group 13 source test case:0,1,true,96.90759880680304,1000.0
group 13 follow test case:0,1,true,97.90759880680304,1000.0
group 14 source test case:0,1,false,67.0640827323574,1000.0
group 14 follow test case:0,1,false,68.0640827323574,1000.0
group 15 source test case:0,1,true,113.69662603217101,1000.0
group 15 follow test case:0,1,true,114.69662603217101,1000.0
group 16 source test case:0,1,true,50.46374487241363,1000.0
group 16 follow test case:0,1,true,51.46374487241363,1000.0
group 17 source test case:0,0,false,77.36086459959543,1000.0
group 17 follow test case:0,0,false,78.36086459959543,1000.0
group 18 source test case:0,1,false,69.92517299175691,1000.0
group 18 follow test case:0,1,false,70.92517299175691,1000.0
group 19 source test case:0,1,false,42.72495422584877,1000.0
group 19 follow test case:0,1,false,43.72495422584877,1000.0
group 20 source test case:0,0,true,72.27779225953978,1000.0
group 20 follow test case:0,0,true,73.27779225953978,1000.0
group 21 source test case:0,1,false,72.96617451225868,1000.0
group 21 follow test case:0,1,false,73.96617451225868,1000.0
group 22 source test case:0,0,true,68.35495521976449,1000.0
group 22 follow test case:0,0,true,69.35495521976449,1000.0
group 23 source test case:0,0,true,112.26284318930598,1000.0
group 23 follow test case:0,0,true,113.26284318930598,1000.0
group 24 source test case:0,1,true,72.3023246651288,1000.0
group 24 follow test case:0,1,true,73.3023246651288,1000.0
group 25 source test case:0,0,true,110.85869818338838,1000.0
group 25 follow test case:0,0,true,111.85869818338838,1000.0
group 26 source test case:0,0,true,129.71750153495157,1000.0
group 26 follow test case:0,0,true,130.71750153495157,1000.0
group 27 source test case:0,0,false,165.62656867703691,1000.0
group 27 follow test case:0,0,false,166.62656867703691,1000.0
group 28 source test case:0,0,false,57.97136587836201,1000.0
group 28 follow test case:0,0,false,58.97136587836201,1000.0
group 29 source test case:0,1,true,76.90152430659106,1000.0
group 29 follow test case:0,1,true,77.90152430659106,1000.0
group 30 source test case:0,0,true,99.8564769987661,1000.0
group 30 follow test case:0,0,true,100.8564769987661,1000.0
group 31 source test case:0,1,false,97.32236314154707,1000.0
group 31 follow test case:0,1,false,98.32236314154707,1000.0
group 32 source test case:0,1,true,192.1724547382423,1000.0
group 32 follow test case:0,1,true,193.1724547382423,1000.0
group 33 source test case:0,0,false,71.56815038035461,1000.0
group 33 follow test case:0,0,false,72.56815038035461,1000.0
group 34 source test case:0,1,false,95.72603313020551,1000.0
group 34 follow test case:0,1,false,96.72603313020551,1000.0
group 35 source test case:0,0,false,91.71024154493759,1000.0
group 35 follow test case:0,0,false,92.71024154493759,1000.0
group 36 source test case:0,1,false,126.21250768950485,1000.0
group 36 follow test case:0,1,false,127.21250768950485,1000.0
group 37 source test case:0,1,true,193.28611773207197,1000.0
group 37 follow test case:0,1,true,194.28611773207197,1000.0
group 38 source test case:0,0,false,195.00723777077422,1000.0
group 38 follow test case:0,0,false,196.00723777077422,1000.0
group 39 source test case:0,0,true,105.11523511493465,1000.0
group 39 follow test case:0,0,true,106.11523511493465,1000.0
group 40 source test case:0,1,false,186.96769735030574,1000.0
group 40 follow test case:0,1,false,187.96769735030574,1000.0
group 41 source test case:0,0,true,182.15339477252027,1000.0
group 41 follow test case:0,0,true,183.15339477252027,1000.0
group 42 source test case:0,1,true,42.09895129478396,1000.0
group 42 follow test case:0,1,true,43.09895129478396,1000.0
group 43 source test case:0,1,true,48.76575467359726,1000.0
group 43 follow test case:0,1,true,49.76575467359726,1000.0
group 44 source test case:0,1,true,58.52367847619736,1000.0
group 44 follow test case:0,1,true,59.52367847619736,1000.0
group 45 source test case:0,1,true,136.49283441256836,1000.0
group 45 follow test case:0,1,true,137.49283441256836,1000.0
group 46 source test case:0,1,true,106.5116060494455,1000.0
group 46 follow test case:0,1,true,107.5116060494455,1000.0
group 47 source test case:0,0,true,96.60214541922403,1000.0
group 47 follow test case:0,0,true,97.60214541922403,1000.0
group 48 source test case:0,1,true,105.73660386581378,1000.0
group 48 follow test case:0,1,true,106.73660386581378,1000.0
group 49 source test case:0,1,true,185.23241160475848,1000.0
group 49 follow test case:0,1,true,186.23241160475848,1000.0
