MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,true,165.66730595141613,1000.0
group 1 follow test case:0,1,true,166.66730595141613,1000.0
group 2 source test case:0,1,false,63.49399995259401,1000.0
group 2 follow test case:0,1,false,64.49399995259401,1000.0
group 3 source test case:0,1,false,195.734566380044,1000.0
group 3 follow test case:0,1,false,196.734566380044,1000.0
group 4 source test case:0,0,true,106.41920736542899,1000.0
group 4 follow test case:0,0,true,107.41920736542899,1000.0
group 5 source test case:0,0,false,57.475021432434886,1000.0
group 5 follow test case:0,0,false,58.475021432434886,1000.0
group 6 source test case:0,0,false,70.95676381310612,1000.0
group 6 follow test case:0,0,false,71.95676381310612,1000.0
group 7 source test case:0,0,true,54.47879118345537,1000.0
group 7 follow test case:0,0,true,55.47879118345537,1000.0
group 8 source test case:0,0,false,57.454264664748365,1000.0
group 8 follow test case:0,0,false,58.454264664748365,1000.0
group 9 source test case:0,1,false,105.8061253946692,1000.0
group 9 follow test case:0,1,false,106.8061253946692,1000.0
group 10 source test case:0,1,false,137.76918992445326,1000.0
group 10 follow test case:0,1,false,138.76918992445326,1000.0
group 11 source test case:0,0,true,73.78294903567482,1000.0
group 11 follow test case:0,0,true,74.78294903567482,1000.0
group 12 source test case:0,0,true,140.7790647218966,1000.0
group 12 follow test case:0,0,true,141.7790647218966,1000.0
group 13 source test case:0,0,true,71.18320015808311,1000.0
group 13 follow test case:0,0,true,72.18320015808311,1000.0
group 14 source test case:0,1,true,64.90453419649302,1000.0
group 14 follow test case:0,1,true,65.90453419649302,1000.0
group 15 source test case:0,1,false,175.39315449674262,1000.0
group 15 follow test case:0,1,false,176.39315449674262,1000.0
group 16 source test case:0,0,false,157.27549163585311,1000.0
group 16 follow test case:0,0,false,158.27549163585311,1000.0
group 17 source test case:0,1,true,178.04046312437703,1000.0
group 17 follow test case:0,1,true,179.04046312437703,1000.0
group 18 source test case:0,1,false,86.46133386262886,1000.0
group 18 follow test case:0,1,false,87.46133386262886,1000.0
group 19 source test case:0,0,true,97.60501047610202,1000.0
group 19 follow test case:0,0,true,98.60501047610202,1000.0
group 20 source test case:0,0,false,69.49732743795019,1000.0
group 20 follow test case:0,0,false,70.49732743795019,1000.0
group 21 source test case:0,0,false,57.95138899395914,1000.0
group 21 follow test case:0,0,false,58.95138899395914,1000.0
group 22 source test case:0,1,false,196.0961819078752,1000.0
group 22 follow test case:0,1,false,197.0961819078752,1000.0
group 23 source test case:0,0,false,44.88395823943375,1000.0
group 23 follow test case:0,0,false,45.88395823943375,1000.0
group 24 source test case:0,1,false,49.74941682075129,1000.0
group 24 follow test case:0,1,false,50.74941682075129,1000.0
group 25 source test case:0,0,false,127.93549045840963,1000.0
group 25 follow test case:0,0,false,128.93549045840962,1000.0
group 26 source test case:0,0,false,55.44260239563736,1000.0
group 26 follow test case:0,0,false,56.44260239563736,1000.0
group 27 source test case:0,0,false,46.47827092224077,1000.0
group 27 follow test case:0,0,false,47.47827092224077,1000.0
group 28 source test case:0,0,true,142.46225787866427,1000.0
group 28 follow test case:0,0,true,143.46225787866427,1000.0
group 29 source test case:0,0,false,54.07131911244659,1000.0
group 29 follow test case:0,0,false,55.07131911244659,1000.0
group 30 source test case:0,1,true,158.5250299011782,1000.0
group 30 follow test case:0,1,true,159.5250299011782,1000.0
group 31 source test case:0,0,false,68.01675713244833,1000.0
group 31 follow test case:0,0,false,69.01675713244833,1000.0
group 32 source test case:0,0,false,198.96038485332897,1000.0
group 32 follow test case:0,0,false,199.96038485332897,1000.0
group 33 source test case:0,0,false,51.54011093895713,1000.0
group 33 follow test case:0,0,false,52.54011093895713,1000.0
group 34 source test case:0,0,true,63.91031778570718,1000.0
group 34 follow test case:0,0,true,64.91031778570718,1000.0
group 35 source test case:0,1,true,53.59027003861861,1000.0
group 35 follow test case:0,1,true,54.59027003861861,1000.0
group 36 source test case:0,1,false,73.4406648611457,1000.0
group 36 follow test case:0,1,false,74.4406648611457,1000.0
group 37 source test case:0,1,false,81.09080505739881,1000.0
group 37 follow test case:0,1,false,82.09080505739881,1000.0
group 38 source test case:0,1,false,172.7913386743451,1000.0
group 38 follow test case:0,1,false,173.7913386743451,1000.0
group 39 source test case:0,1,false,53.79153484765184,1000.0
group 39 follow test case:0,1,false,54.79153484765184,1000.0
group 40 source test case:0,1,true,63.913155561288626,1000.0
group 40 follow test case:0,1,true,64.91315556128862,1000.0
group 41 source test case:0,1,true,41.752075407393306,1000.0
group 41 follow test case:0,1,true,42.752075407393306,1000.0
group 42 source test case:0,1,false,64.36803099661452,1000.0
