MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,false,152.1904991780786,1000.0
group 1 follow test case:0,1,false,153.1904991780786,1000.0
group 2 source test case:0,1,true,41.60240014055222,1000.0
group 2 follow test case:0,1,true,42.60240014055222,1000.0
group 3 source test case:0,1,false,55.03853171049457,1000.0
group 3 follow test case:0,1,false,56.03853171049457,1000.0
group 4 source test case:0,0,false,99.86527707060763,1000.0
group 4 follow test case:0,0,false,100.86527707060763,1000.0
group 5 source test case:0,0,true,72.38869402566948,1000.0
group 5 follow test case:0,0,true,73.38869402566948,1000.0
group 6 source test case:0,1,false,68.16023067491096,1000.0
group 6 follow test case:0,1,false,69.16023067491096,1000.0
group 7 source test case:0,1,true,100.03205540257137,1000.0
group 7 follow test case:0,1,true,101.03205540257137,1000.0
group 8 source test case:0,1,true,78.99974477693803,1000.0
group 8 follow test case:0,1,true,79.99974477693803,1000.0
group 9 source test case:0,1,false,105.93590691437679,1000.0
group 9 follow test case:0,1,false,106.93590691437679,1000.0
group 10 source test case:0,0,true,179.23986073270598,1000.0
group 10 follow test case:0,0,true,180.23986073270598,1000.0
group 11 source test case:0,1,false,189.14258418082346,1000.0
group 11 follow test case:0,1,false,190.14258418082346,1000.0
group 12 source test case:0,1,false,110.87743668099493,1000.0
group 12 follow test case:0,1,false,111.87743668099493,1000.0
group 13 source test case:0,1,false,162.14658226529878,1000.0
group 13 follow test case:0,1,false,163.14658226529878,1000.0
group 14 source test case:0,1,true,76.6450722667922,1000.0
group 14 follow test case:0,1,true,77.6450722667922,1000.0
group 15 source test case:0,0,false,53.51580664549839,1000.0
group 15 follow test case:0,0,false,54.51580664549839,1000.0
group 16 source test case:0,0,false,48.82749644157958,1000.0
group 16 follow test case:0,0,false,49.82749644157958,1000.0
group 17 source test case:0,0,true,157.45323623368293,1000.0
group 17 follow test case:0,0,true,158.45323623368293,1000.0
group 18 source test case:0,1,true,120.52590542299272,1000.0
group 18 follow test case:0,1,true,121.52590542299272,1000.0
group 19 source test case:0,1,false,41.76032109096348,1000.0
group 19 follow test case:0,1,false,42.76032109096348,1000.0
group 20 source test case:0,1,true,71.10690200138293,1000.0
group 20 follow test case:0,1,true,72.10690200138293,1000.0
group 21 source test case:0,0,false,189.50383116816704,1000.0
group 21 follow test case:0,0,false,190.50383116816704,1000.0
group 22 source test case:0,0,false,134.61645689932715,1000.0
group 22 follow test case:0,0,false,135.61645689932715,1000.0
group 23 source test case:0,0,false,138.95479604703183,1000.0
group 23 follow test case:0,0,false,139.95479604703183,1000.0
group 24 source test case:0,0,true,194.82908498114372,1000.0
group 24 follow test case:0,0,true,195.82908498114372,1000.0
group 25 source test case:0,0,true,87.270897125097,1000.0
group 25 follow test case:0,0,true,88.270897125097,1000.0
group 26 source test case:0,1,true,155.88358245801768,1000.0
group 26 follow test case:0,1,true,156.88358245801768,1000.0
group 27 source test case:0,0,true,56.7522598222726,1000.0
group 27 follow test case:0,0,true,57.7522598222726,1000.0
group 28 source test case:0,1,true,148.65966328193122,1000.0
group 28 follow test case:0,1,true,149.65966328193122,1000.0
group 29 source test case:0,1,true,74.49320930926615,1000.0
group 29 follow test case:0,1,true,75.49320930926615,1000.0
group 30 source test case:0,1,false,130.43927245890086,1000.0
group 30 follow test case:0,1,false,131.43927245890086,1000.0
group 31 source test case:0,0,false,40.16735499888952,1000.0
group 31 follow test case:0,0,false,41.16735499888952,1000.0
group 32 source test case:0,1,true,141.72139037860222,1000.0
group 32 follow test case:0,1,true,142.72139037860222,1000.0
group 33 source test case:0,1,false,78.668293743232,1000.0
group 33 follow test case:0,1,false,79.668293743232,1000.0
group 34 source test case:0,0,false,43.30283446754353,1000.0
group 34 follow test case:0,0,false,44.30283446754353,1000.0
group 35 source test case:0,0,false,49.139375197788326,1000.0
group 35 follow test case:0,0,false,50.139375197788326,1000.0
group 36 source test case:0,0,true,138.86819559846361,1000.0
group 36 follow test case:0,0,true,139.86819559846361,1000.0
group 37 source test case:0,0,false,70.68010650828307,1000.0
group 37 follow test case:0,0,false,71.68010650828307,1000.0
group 38 source test case:0,1,true,41.05122975395949,1000.0
group 38 follow test case:0,1,true,42.05122975395949,1000.0
group 39 source test case:0,0,true,124.93936638502328,1000.0
group 39 follow test case:0,0,true,125.93936638502328,1000.0
group 40 source test case:0,0,true,92.42472355614206,1000.0
group 40 follow test case:0,0,true,93.42472355614206,1000.0
group 41 source test case:0,0,false,182.98137417747,1000.0
group 41 follow test case:0,0,false,183.98137417747,1000.0
group 42 source test case:0,1,false,132.56668913189134,1000.0
group 42 follow test case:0,1,false,133.56668913189134,1000.0
group 43 source test case:0,1,true,66.93396832658325,1000.0
group 43 follow test case:0,1,true,67.93396832658325,1000.0
group 44 source test case:0,0,false,68.6430452399832,1000.0
group 44 follow test case:0,0,false,69.6430452399832,1000.0
group 45 source test case:0,0,false,59.05370447399622,1000.0
group 45 follow test case:0,0,false,60.05370447399622,1000.0
group 46 source test case:0,0,true,98.98053772048593,1000.0
group 46 follow test case:0,0,true,99.98053772048593,1000.0
group 47 source test case:0,1,false,69.13175629095744,1000.0
group 47 follow test case:0,1,false,70.13175629095744,1000.0
group 48 source test case:0,1,false,79.50225249693503,1000.0
group 48 follow test case:0,1,false,80.50225249693503,1000.0
group 49 source test case:0,1,false,173.640967339128,1000.0
group 49 follow test case:0,1,false,174.640967339128,1000.0
group 50 source test case:0,1,false,48.52037994696914,1000.0
group 50 follow test case:0,1,false,49.52037994696914,1000.0
group 51 source test case:0,0,true,94.31964543609182,1000.0
group 51 follow test case:0,0,true,95.31964543609182,1000.0
group 52 source test case:0,1,true,110.06941439652209,1000.0
group 52 follow test case:0,1,true,111.06941439652209,1000.0
group 53 source test case:0,1,true,122.99282988246591,1000.0
group 53 follow test case:0,1,true,123.99282988246591,1000.0
group 54 source test case:0,0,true,171.29515009541717,1000.0
group 54 follow test case:0,0,true,172.29515009541717,1000.0
group 55 source test case:0,1,true,68.4475798697715,1000.0
group 55 follow test case:0,1,true,69.4475798697715,1000.0
group 56 source test case:0,1,true,124.45187410084729,1000.0
group 56 follow test case:0,1,true,125.45187410084729,1000.0
group 57 source test case:0,1,true,197.06512290902543,1000.0
group 57 follow test case:0,1,true,198.06512290902543,1000.0
group 58 source test case:0,0,true,49.098198546210426,1000.0
group 58 follow test case:0,0,true,50.098198546210426,1000.0
group 59 source test case:0,0,true,95.23893378037549,1000.0
group 59 follow test case:0,0,true,96.23893378037549,1000.0
group 60 source test case:0,0,true,127.40118442116825,1000.0
group 60 follow test case:0,0,true,128.40118442116824,1000.0
group 61 source test case:0,1,false,62.302520868982924,1000.0
group 61 follow test case:0,1,false,63.302520868982924,1000.0
group 62 source test case:0,1,true,108.07346100389566,1000.0
group 62 follow test case:0,1,true,109.07346100389566,1000.0
group 63 source test case:0,0,true,151.79231630062665,1000.0
group 63 follow test case:0,0,true,152.79231630062665,1000.0
group 64 source test case:0,1,true,61.877947213284315,1000.0
group 64 follow test case:0,1,true,62.877947213284315,1000.0
group 65 source test case:0,0,false,74.2764664214306,1000.0
group 65 follow test case:0,0,false,75.2764664214306,1000.0
group 66 source test case:0,0,true,143.572963809307,1000.0
group 66 follow test case:0,0,true,144.572963809307,1000.0
group 67 source test case:0,1,true,143.19713065624154,1000.0
group 67 follow test case:0,1,true,144.19713065624154,1000.0
group 68 source test case:0,0,true,66.35466448423048,1000.0
group 68 follow test case:0,0,true,67.35466448423048,1000.0
group 69 source test case:0,1,false,57.06743651099839,1000.0
group 69 follow test case:0,1,false,58.06743651099839,1000.0
group 70 source test case:0,1,true,64.73622682632075,1000.0
group 70 follow test case:0,1,true,65.73622682632075,1000.0
group 71 source test case:0,0,true,129.91094700243542,1000.0
group 71 follow test case:0,0,true,130.91094700243542,1000.0
group 72 source test case:0,0,false,63.320157706476465,1000.0
group 72 follow test case:0,0,false,64.32015770647646,1000.0
group 73 source test case:0,1,false,62.86567719229325,1000.0
group 73 follow test case:0,1,false,63.86567719229325,1000.0
group 74 source test case:0,1,false,168.24289883836028,1000.0
group 74 follow test case:0,1,false,169.24289883836028,1000.0
group 75 source test case:0,0,false,182.84102974576012,1000.0
group 75 follow test case:0,0,false,183.84102974576012,1000.0
group 76 source test case:0,0,true,142.35443620810352,1000.0
group 76 follow test case:0,0,true,143.35443620810352,1000.0
group 77 source test case:0,1,false,148.81818327929952,1000.0
group 77 follow test case:0,1,false,149.81818327929952,1000.0
group 78 source test case:0,1,false,142.3296525803791,1000.0
group 78 follow test case:0,1,false,143.3296525803791,1000.0
group 79 source test case:0,0,false,73.73543352123971,1000.0
group 79 follow test case:0,0,false,74.73543352123971,1000.0
group 80 source test case:0,0,true,46.266914743080335,1000.0
group 80 follow test case:0,0,true,47.266914743080335,1000.0
group 81 source test case:0,1,true,49.67220050633239,1000.0
group 81 follow test case:0,1,true,50.67220050633239,1000.0
