MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,false,119.69220527577275,1000.0
group 1 follow test case:0,1,false,120.69220527577275,1000.0
group 2 source test case:0,0,true,127.7806170048677,1000.0
group 2 follow test case:0,0,true,128.78061700486768,1000.0
group 3 source test case:0,1,true,43.37285984355336,1000.0
group 3 follow test case:0,1,true,44.37285984355336,1000.0
group 4 source test case:0,1,true,190.0383138386508,1000.0
group 4 follow test case:0,1,true,191.0383138386508,1000.0
group 5 source test case:0,0,false,68.88561844064657,1000.0
group 5 follow test case:0,0,false,69.88561844064657,1000.0
group 6 source test case:0,0,false,59.39764038039159,1000.0
group 6 follow test case:0,0,false,60.39764038039159,1000.0
group 7 source test case:0,1,false,48.093075375765636,1000.0
group 7 follow test case:0,1,false,49.093075375765636,1000.0
group 8 source test case:0,1,true,140.45329229694545,1000.0
group 8 follow test case:0,1,true,141.45329229694545,1000.0
group 9 source test case:0,0,true,183.67986729724575,1000.0
group 9 follow test case:0,0,true,184.67986729724575,1000.0
group 10 source test case:0,1,false,55.83853715326482,1000.0
group 10 follow test case:0,1,false,56.83853715326482,1000.0
group 11 source test case:0,0,true,54.687724424221045,1000.0
group 11 follow test case:0,0,true,55.687724424221045,1000.0
group 12 source test case:0,1,true,74.51947940115764,1000.0
group 12 follow test case:0,1,true,75.51947940115764,1000.0
group 13 source test case:0,0,true,186.43626620990548,1000.0
group 13 follow test case:0,0,true,187.43626620990548,1000.0
group 14 source test case:0,1,true,166.35746314213694,1000.0
group 14 follow test case:0,1,true,167.35746314213694,1000.0
group 15 source test case:0,0,false,137.35950391567465,1000.0
group 15 follow test case:0,0,false,138.35950391567465,1000.0
group 16 source test case:0,1,true,68.52474167818025,1000.0
group 16 follow test case:0,1,true,69.52474167818025,1000.0
group 17 source test case:0,0,false,199.84916055474108,1000.0
group 17 follow test case:0,0,false,200.84916055474108,1000.0
group 18 source test case:0,1,true,48.40189915258854,1000.0
group 18 follow test case:0,1,true,49.40189915258854,1000.0
group 19 source test case:0,1,false,46.185655240681285,1000.0
group 19 follow test case:0,1,false,47.185655240681285,1000.0
group 20 source test case:0,0,false,54.679126116331325,1000.0
group 20 follow test case:0,0,false,55.679126116331325,1000.0
group 21 source test case:0,1,false,177.79638521962653,1000.0
group 21 follow test case:0,1,false,178.79638521962653,1000.0
group 22 source test case:0,0,false,93.85538440324612,1000.0
group 22 follow test case:0,0,false,94.85538440324612,1000.0
group 23 source test case:0,1,false,128.2598109250423,1000.0
group 23 follow test case:0,1,false,129.2598109250423,1000.0
group 24 source test case:0,1,true,157.99056538040523,1000.0
group 24 follow test case:0,1,true,158.99056538040523,1000.0
group 25 source test case:0,1,true,54.38264893759473,1000.0
group 25 follow test case:0,1,true,55.38264893759473,1000.0
group 26 source test case:0,0,true,169.46211247298484,1000.0
group 26 follow test case:0,0,true,170.46211247298484,1000.0
group 27 source test case:0,1,true,83.63554360744692,1000.0
group 27 follow test case:0,1,true,84.63554360744692,1000.0
group 28 source test case:0,0,false,171.63961677563975,1000.0
group 28 follow test case:0,0,false,172.63961677563975,1000.0
group 29 source test case:0,1,true,199.91848129670615,1000.0
group 29 follow test case:0,1,true,200.91848129670615,1000.0
group 30 source test case:0,1,false,42.583121902779595,1000.0
group 30 follow test case:0,1,false,43.583121902779595,1000.0
group 31 source test case:0,0,true,107.82940059917073,1000.0
group 31 follow test case:0,0,true,108.82940059917073,1000.0
group 32 source test case:0,1,true,188.34220162865756,1000.0
group 32 follow test case:0,1,true,189.34220162865756,1000.0
group 33 source test case:0,0,true,54.97490645486204,1000.0
group 33 follow test case:0,0,true,55.97490645486204,1000.0
group 34 source test case:0,0,false,120.66702902121695,1000.0
group 34 follow test case:0,0,false,121.66702902121695,1000.0
group 35 source test case:0,0,true,121.64800037220644,1000.0
group 35 follow test case:0,0,true,122.64800037220644,1000.0
group 36 source test case:0,0,false,189.40714038837822,1000.0
group 36 follow test case:0,0,false,190.40714038837822,1000.0
group 37 source test case:0,0,false,154.02010583427028,1000.0
group 37 follow test case:0,0,false,155.02010583427028,1000.0
