MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,true,96.61393018387119,1000.0
group 1 follow test case:0,1,true,97.61393018387119,1000.0
group 2 source test case:0,1,true,85.07370677649521,1000.0
group 2 follow test case:0,1,true,86.07370677649521,1000.0
group 3 source test case:0,0,true,41.60195255019238,1000.0
group 3 follow test case:0,0,true,42.60195255019238,1000.0
group 4 source test case:0,1,false,180.5277732525833,1000.0
group 4 follow test case:0,1,false,181.5277732525833,1000.0
group 5 source test case:0,1,false,114.28688782032877,1000.0
group 5 follow test case:0,1,false,115.28688782032877,1000.0
group 6 source test case:0,0,false,90.95375094235345,1000.0
group 6 follow test case:0,0,false,91.95375094235345,1000.0
group 7 source test case:0,1,false,59.28830296698702,1000.0
group 7 follow test case:0,1,false,60.28830296698702,1000.0
group 8 source test case:0,1,true,44.6800222719325,1000.0
group 8 follow test case:0,1,true,45.6800222719325,1000.0
group 9 source test case:0,1,true,178.42587735701696,1000.0
group 9 follow test case:0,1,true,179.42587735701696,1000.0
group 10 source test case:0,1,false,43.66653487789648,1000.0
group 10 follow test case:0,1,false,44.66653487789648,1000.0
group 11 source test case:0,0,false,76.4860540983467,1000.0
group 11 follow test case:0,0,false,77.4860540983467,1000.0
group 12 source test case:0,1,true,76.52462407407529,1000.0
group 12 follow test case:0,1,true,77.52462407407529,1000.0
group 13 source test case:0,1,true,198.2601170059411,1000.0
group 13 follow test case:0,1,true,199.2601170059411,1000.0
group 14 source test case:0,1,true,66.09442149952179,1000.0
group 14 follow test case:0,1,true,67.09442149952179,1000.0
group 15 source test case:0,0,false,91.85596174590492,1000.0
group 15 follow test case:0,0,false,92.85596174590492,1000.0
group 16 source test case:0,0,true,151.98058052168506,1000.0
group 16 follow test case:0,0,true,152.98058052168506,1000.0
group 17 source test case:0,0,true,159.98280317144574,1000.0
group 17 follow test case:0,0,true,160.98280317144574,1000.0
group 18 source test case:0,0,true,157.2433368009256,1000.0
group 18 follow test case:0,0,true,158.2433368009256,1000.0
