MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,false,124.67531959569968,1000.0
group 1 follow test case:0,1,false,125.67531959569968,1000.0
group 2 source test case:0,0,false,128.43401817857705,1000.0
group 2 follow test case:0,0,false,129.43401817857705,1000.0
group 3 source test case:0,0,false,64.8624457998564,1000.0
group 3 follow test case:0,0,false,65.8624457998564,1000.0
group 4 source test case:0,0,false,108.54996474499686,1000.0
group 4 follow test case:0,0,false,109.54996474499686,1000.0
group 5 source test case:0,0,true,43.75458359620429,1000.0
group 5 follow test case:0,0,true,44.75458359620429,1000.0
group 6 source test case:0,1,false,119.09911333001544,1000.0
group 6 follow test case:0,1,false,120.09911333001544,1000.0
group 7 source test case:0,0,true,48.43850115487879,1000.0
group 7 follow test case:0,0,true,49.43850115487879,1000.0
group 8 source test case:0,0,false,168.38718071460778,1000.0
group 8 follow test case:0,0,false,169.38718071460778,1000.0
group 9 source test case:0,1,false,184.9082386786545,1000.0
group 9 follow test case:0,1,false,185.9082386786545,1000.0
group 10 source test case:0,0,false,135.34958716578222,1000.0
group 10 follow test case:0,0,false,136.34958716578222,1000.0
group 11 source test case:0,1,true,144.70478375438927,1000.0
group 11 follow test case:0,1,true,145.70478375438927,1000.0
group 12 source test case:0,1,true,98.33273417478358,1000.0
group 12 follow test case:0,1,true,99.33273417478358,1000.0
group 13 source test case:0,0,true,186.13153637900785,1000.0
group 13 follow test case:0,0,true,187.13153637900785,1000.0
group 14 source test case:0,1,true,158.2863634920032,1000.0
group 14 follow test case:0,1,true,159.2863634920032,1000.0
group 15 source test case:0,1,false,56.525191239137655,1000.0
group 15 follow test case:0,1,false,57.525191239137655,1000.0
group 16 source test case:0,0,true,104.40949072786688,1000.0
group 16 follow test case:0,0,true,105.40949072786688,1000.0
group 17 source test case:0,0,false,70.14955031288366,1000.0
group 17 follow test case:0,0,false,71.14955031288366,1000.0
group 18 source test case:0,0,true,66.10401025363967,1000.0
group 18 follow test case:0,0,true,67.10401025363967,1000.0
group 19 source test case:0,0,true,118.46759386405091,1000.0
group 19 follow test case:0,0,true,119.46759386405091,1000.0
group 20 source test case:0,1,false,79.4994340594352,1000.0
group 20 follow test case:0,1,false,80.4994340594352,1000.0
group 21 source test case:0,0,false,185.3259699102919,1000.0
group 21 follow test case:0,0,false,186.3259699102919,1000.0
group 22 source test case:0,1,true,189.89616175032626,1000.0
group 22 follow test case:0,1,true,190.89616175032626,1000.0
group 23 source test case:0,1,true,79.5571527658273,1000.0
group 23 follow test case:0,1,true,80.5571527658273,1000.0
group 24 source test case:0,0,true,54.79515436062073,1000.0
group 24 follow test case:0,0,true,55.79515436062073,1000.0
group 25 source test case:0,0,true,147.12693577804885,1000.0
group 25 follow test case:0,0,true,148.12693577804885,1000.0
group 26 source test case:0,0,false,101.53419012487367,1000.0
group 26 follow test case:0,0,false,102.53419012487367,1000.0
group 27 source test case:0,0,true,195.29889701459496,1000.0
group 27 follow test case:0,0,true,196.29889701459496,1000.0
group 28 source test case:0,0,true,75.71590540055954,1000.0
group 28 follow test case:0,0,true,76.71590540055954,1000.0
group 29 source test case:0,0,false,160.78093953346553,1000.0
group 29 follow test case:0,0,false,161.78093953346553,1000.0
group 30 source test case:0,0,true,126.10475852919124,1000.0
group 30 follow test case:0,0,true,127.10475852919124,1000.0
group 31 source test case:0,0,false,140.0006875820684,1000.0
group 31 follow test case:0,0,false,141.0006875820684,1000.0
group 32 source test case:0,0,true,63.48823099878874,1000.0
group 32 follow test case:0,0,true,64.48823099878874,1000.0
group 33 source test case:0,1,true,173.92332701833308,1000.0
group 33 follow test case:0,1,true,174.92332701833308,1000.0
group 34 source test case:0,0,false,45.37512530648722,1000.0
group 34 follow test case:0,0,false,46.37512530648722,1000.0
group 35 source test case:0,1,true,85.1847214663049,1000.0
group 35 follow test case:0,1,true,86.1847214663049,1000.0
group 36 source test case:0,0,true,60.55879827716049,1000.0
group 36 follow test case:0,0,true,61.55879827716049,1000.0
group 37 source test case:0,1,false,54.13021477899542,1000.0
group 37 follow test case:0,1,false,55.13021477899542,1000.0
group 38 source test case:0,1,false,96.45740509377349,1000.0
group 38 follow test case:0,1,false,97.45740509377349,1000.0
group 39 source test case:0,1,false,51.10112225645517,1000.0
group 39 follow test case:0,1,false,52.10112225645517,1000.0
group 40 source test case:0,0,false,50.1936853050876,1000.0
group 40 follow test case:0,0,false,51.1936853050876,1000.0
group 41 source test case:0,1,true,186.33148952785652,1000.0
group 41 follow test case:0,1,true,187.33148952785652,1000.0
group 42 source test case:0,0,true,106.26371430014878,1000.0
group 42 follow test case:0,0,true,107.26371430014878,1000.0
group 43 source test case:0,0,false,79.05170131656232,1000.0
group 43 follow test case:0,0,false,80.05170131656232,1000.0
group 44 source test case:0,0,false,91.02360468161139,1000.0
group 44 follow test case:0,0,false,92.02360468161139,1000.0
group 45 source test case:0,1,true,131.14633220510098,1000.0
group 45 follow test case:0,1,true,132.14633220510098,1000.0
group 46 source test case:0,1,true,149.483922910869,1000.0
group 46 follow test case:0,1,true,150.483922910869,1000.0
group 47 source test case:0,1,true,183.39482918811626,1000.0
group 47 follow test case:0,1,true,184.39482918811626,1000.0
group 48 source test case:0,1,false,89.91859496940866,1000.0
group 48 follow test case:0,1,false,90.91859496940866,1000.0
group 49 source test case:0,0,false,103.20713128758281,1000.0
group 49 follow test case:0,0,false,104.20713128758281,1000.0
group 50 source test case:0,0,true,191.67605341858675,1000.0
group 50 follow test case:0,0,true,192.67605341858675,1000.0
group 51 source test case:0,1,false,54.734425286708095,1000.0
group 51 follow test case:0,1,false,55.734425286708095,1000.0
group 52 source test case:0,0,true,99.41840672022583,1000.0
group 52 follow test case:0,0,true,100.41840672022583,1000.0
group 53 source test case:0,0,true,187.52894357925265,1000.0
group 53 follow test case:0,0,true,188.52894357925265,1000.0
group 54 source test case:0,0,false,70.63648666714249,1000.0
group 54 follow test case:0,0,false,71.63648666714249,1000.0
group 55 source test case:0,0,false,189.896486656738,1000.0
group 55 follow test case:0,0,false,190.896486656738,1000.0
group 56 source test case:0,1,false,47.006493086753004,1000.0
group 56 follow test case:0,1,false,48.006493086753004,1000.0
group 57 source test case:0,1,false,198.94149867773328,1000.0
group 57 follow test case:0,1,false,199.94149867773328,1000.0
group 58 source test case:0,0,false,191.513160261841,1000.0
group 58 follow test case:0,0,false,192.513160261841,1000.0
group 59 source test case:0,0,false,84.86600657987321,1000.0
group 59 follow test case:0,0,false,85.86600657987321,1000.0
group 60 source test case:0,1,false,65.79559956707405,1000.0
group 60 follow test case:0,1,false,66.79559956707405,1000.0
group 61 source test case:0,0,true,80.52953189507315,1000.0
group 61 follow test case:0,0,true,81.52953189507315,1000.0
group 62 source test case:0,0,true,51.13944798023367,1000.0
group 62 follow test case:0,0,true,52.13944798023367,1000.0
group 63 source test case:0,0,true,50.8951630961393,1000.0
group 63 follow test case:0,0,true,51.8951630961393,1000.0
group 64 source test case:0,0,true,83.69212419669037,1000.0
group 64 follow test case:0,0,true,84.69212419669037,1000.0
group 65 source test case:0,1,true,160.92471756416796,1000.0
group 65 follow test case:0,1,true,161.92471756416796,1000.0
group 66 source test case:0,1,true,94.79988945001344,1000.0
group 66 follow test case:0,1,true,95.79988945001344,1000.0
group 67 source test case:0,1,false,43.500555836295376,1000.0
group 67 follow test case:0,1,false,44.500555836295376,1000.0
group 68 source test case:0,0,true,97.82405390886868,1000.0
group 68 follow test case:0,0,true,98.82405390886868,1000.0
group 69 source test case:0,0,true,62.1585714259042,1000.0
group 69 follow test case:0,0,true,63.1585714259042,1000.0
group 70 source test case:0,1,true,46.091075024615435,1000.0
group 70 follow test case:0,1,true,47.091075024615435,1000.0
group 71 source test case:0,0,false,157.04279678866556,1000.0
group 71 follow test case:0,0,false,158.04279678866556,1000.0
group 72 source test case:0,1,true,76.954009407553,1000.0
group 72 follow test case:0,1,true,77.954009407553,1000.0
group 73 source test case:0,0,false,157.62082120809828,1000.0
group 73 follow test case:0,0,false,158.62082120809828,1000.0
group 74 source test case:0,1,false,112.7118998957561,1000.0
group 74 follow test case:0,1,false,113.7118998957561,1000.0
group 75 source test case:0,1,true,122.02611541006534,1000.0
group 75 follow test case:0,1,true,123.02611541006534,1000.0
group 76 source test case:0,1,true,96.75391944561221,1000.0
group 76 follow test case:0,1,true,97.75391944561221,1000.0
group 77 source test case:0,1,false,127.47124730693959,1000.0
group 77 follow test case:0,1,false,128.47124730693957,1000.0
group 78 source test case:0,0,false,173.90698617950318,1000.0
group 78 follow test case:0,0,false,174.90698617950318,1000.0
group 79 source test case:0,1,false,68.16874077492744,1000.0
group 79 follow test case:0,1,false,69.16874077492744,1000.0
group 80 source test case:0,1,true,195.1921544979544,1000.0
group 80 follow test case:0,1,true,196.1921544979544,1000.0
group 81 source test case:0,0,true,68.62567723495887,1000.0
