MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,true,128.5195445797008,1000.0
group 1 follow test case:0,1,true,129.5195445797008,1000.0
group 2 source test case:0,0,true,75.03896957492807,1000.0
group 2 follow test case:0,0,true,76.03896957492807,1000.0
group 3 source test case:0,1,true,105.61123380621675,1000.0
group 3 follow test case:0,1,true,106.61123380621675,1000.0
group 4 source test case:0,0,true,59.834573970491874,1000.0
group 4 follow test case:0,0,true,60.834573970491874,1000.0
group 5 source test case:0,0,false,119.72711127427247,1000.0
group 5 follow test case:0,0,false,120.72711127427247,1000.0
group 6 source test case:0,1,true,180.02861289130374,1000.0
group 6 follow test case:0,1,true,181.02861289130374,1000.0
group 7 source test case:0,0,true,172.64250959761347,1000.0
group 7 follow test case:0,0,true,173.64250959761347,1000.0
group 8 source test case:0,0,false,69.43234845007683,1000.0
group 8 follow test case:0,0,false,70.43234845007683,1000.0
group 9 source test case:0,1,true,69.70732392817808,1000.0
group 9 follow test case:0,1,true,70.70732392817808,1000.0
group 10 source test case:0,0,true,51.11052002198202,1000.0
group 10 follow test case:0,0,true,52.11052002198202,1000.0
group 11 source test case:0,0,true,44.66790577621178,1000.0
group 11 follow test case:0,0,true,45.66790577621178,1000.0
group 12 source test case:0,0,true,98.25152310780715,1000.0
group 12 follow test case:0,0,true,99.25152310780715,1000.0
group 13 source test case:0,1,true,70.38322855487854,1000.0
group 13 follow test case:0,1,true,71.38322855487854,1000.0
group 14 source test case:0,1,false,100.23226833177134,1000.0
group 14 follow test case:0,1,false,101.23226833177134,1000.0
group 15 source test case:0,1,true,76.75791605193896,1000.0
group 15 follow test case:0,1,true,77.75791605193896,1000.0
group 16 source test case:0,1,false,62.39933671685007,1000.0
group 16 follow test case:0,1,false,63.39933671685007,1000.0
group 17 source test case:0,1,true,144.49304743882954,1000.0
group 17 follow test case:0,1,true,145.49304743882954,1000.0
group 18 source test case:0,0,false,81.39482894064872,1000.0
group 18 follow test case:0,0,false,82.39482894064872,1000.0
group 19 source test case:0,1,false,159.93074010338478,1000.0
group 19 follow test case:0,1,false,160.93074010338478,1000.0
group 20 source test case:0,0,false,167.93171459073818,1000.0
group 20 follow test case:0,0,false,168.93171459073818,1000.0
group 21 source test case:0,1,true,88.58156545731171,1000.0
group 21 follow test case:0,1,true,89.58156545731171,1000.0
group 22 source test case:0,1,false,92.59619298760799,1000.0
group 22 follow test case:0,1,false,93.59619298760799,1000.0
group 23 source test case:0,1,true,146.22591648615332,1000.0
group 23 follow test case:0,1,true,147.22591648615332,1000.0
group 24 source test case:0,0,true,192.8358881250537,1000.0
group 24 follow test case:0,0,true,193.8358881250537,1000.0
group 25 source test case:0,1,true,178.98092345843338,1000.0
group 25 follow test case:0,1,true,179.98092345843338,1000.0
group 26 source test case:0,1,true,95.32751795862931,1000.0
group 26 follow test case:0,1,true,96.32751795862931,1000.0
group 27 source test case:0,1,false,115.24317026477922,1000.0
group 27 follow test case:0,1,false,116.24317026477922,1000.0
group 28 source test case:0,1,false,89.93733190160827,1000.0
group 28 follow test case:0,1,false,90.93733190160827,1000.0
group 29 source test case:0,1,false,192.13266508214485,1000.0
group 29 follow test case:0,1,false,193.13266508214485,1000.0
group 30 source test case:0,0,false,60.75579246807958,1000.0
group 30 follow test case:0,0,false,61.75579246807958,1000.0
group 31 source test case:0,0,false,143.26371801700702,1000.0
group 31 follow test case:0,0,false,144.26371801700702,1000.0
group 32 source test case:0,0,false,53.95440621747524,1000.0
group 32 follow test case:0,0,false,54.95440621747524,1000.0
group 33 source test case:0,0,true,197.50067599366542,1000.0
group 33 follow test case:0,0,true,198.50067599366542,1000.0
group 34 source test case:0,1,false,95.46042161682911,1000.0
group 34 follow test case:0,1,false,96.46042161682911,1000.0
group 35 source test case:0,0,true,74.57796066049102,1000.0
group 35 follow test case:0,0,true,75.57796066049102,1000.0
group 36 source test case:0,0,true,44.64180144026042,1000.0
group 36 follow test case:0,0,true,45.64180144026042,1000.0
group 37 source test case:0,0,true,188.19061189172797,1000.0
group 37 follow test case:0,0,true,189.19061189172797,1000.0
group 38 source test case:0,1,false,74.04331519432469,1000.0
group 38 follow test case:0,1,false,75.04331519432469,1000.0
group 39 source test case:0,1,true,84.61919969636128,1000.0
group 39 follow test case:0,1,true,85.61919969636128,1000.0
group 40 source test case:0,1,true,54.9004737745889,1000.0
group 40 follow test case:0,1,true,55.9004737745889,1000.0
group 41 source test case:0,0,false,164.2265183474155,1000.0
group 41 follow test case:0,0,false,165.2265183474155,1000.0
group 42 source test case:0,0,true,65.10283666059789,1000.0
group 42 follow test case:0,0,true,66.10283666059789,1000.0
group 43 source test case:0,1,false,74.94720712268854,1000.0
group 43 follow test case:0,1,false,75.94720712268854,1000.0
group 44 source test case:0,0,true,180.88698483447095,1000.0
group 44 follow test case:0,0,true,181.88698483447095,1000.0
group 45 source test case:0,1,true,76.23895804625005,1000.0
group 45 follow test case:0,1,true,77.23895804625005,1000.0
group 46 source test case:0,0,true,182.95184614399517,1000.0
group 46 follow test case:0,0,true,183.95184614399517,1000.0
group 47 source test case:0,0,false,65.03876244054229,1000.0
group 47 follow test case:0,0,false,66.03876244054229,1000.0
group 48 source test case:0,1,false,122.5291848065191,1000.0
group 48 follow test case:0,1,false,123.5291848065191,1000.0
group 49 source test case:0,0,true,78.09153007692647,1000.0
group 49 follow test case:0,0,true,79.09153007692647,1000.0
group 50 source test case:0,0,false,47.068173813952214,1000.0
group 50 follow test case:0,0,false,48.068173813952214,1000.0
group 51 source test case:0,1,false,66.22389162731318,1000.0
group 51 follow test case:0,1,false,67.22389162731318,1000.0
group 52 source test case:0,0,false,58.447981306612235,1000.0
group 52 follow test case:0,0,false,59.447981306612235,1000.0
group 53 source test case:0,0,false,57.71376452697945,1000.0
group 53 follow test case:0,0,false,58.71376452697945,1000.0
group 54 source test case:0,1,true,130.59332962253762,1000.0
group 54 follow test case:0,1,true,131.59332962253762,1000.0
group 55 source test case:0,0,true,56.95727367233897,1000.0
group 55 follow test case:0,0,true,57.95727367233897,1000.0
group 56 source test case:0,1,false,182.09645100558845,1000.0
group 56 follow test case:0,1,false,183.09645100558845,1000.0
group 57 source test case:0,0,false,79.11843081641459,1000.0
group 57 follow test case:0,0,false,80.11843081641459,1000.0
group 58 source test case:0,1,false,131.2408461147034,1000.0
group 58 follow test case:0,1,false,132.2408461147034,1000.0
