MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,0,false,44.3267169985988,1000.0
group 1 follow test case:0,0,false,45.3267169985988,1000.0
group 2 source test case:0,1,true,103.82573652748502,1000.0
group 2 follow test case:0,1,true,104.82573652748502,1000.0
group 3 source test case:0,0,true,113.60338208265038,1000.0
group 3 follow test case:0,0,true,114.60338208265038,1000.0
group 4 source test case:0,0,false,190.40917995268342,1000.0
group 4 follow test case:0,0,false,191.40917995268342,1000.0
group 5 source test case:0,0,false,113.26765888683596,1000.0
group 5 follow test case:0,0,false,114.26765888683596,1000.0
group 6 source test case:0,1,false,195.5220905923197,1000.0
group 6 follow test case:0,1,false,196.5220905923197,1000.0
group 7 source test case:0,1,true,182.59640151783736,1000.0
group 7 follow test case:0,1,true,183.59640151783736,1000.0
group 8 source test case:0,0,true,54.715423197379266,1000.0
group 8 follow test case:0,0,true,55.715423197379266,1000.0
group 9 source test case:0,0,false,197.35830672884683,1000.0
group 9 follow test case:0,0,false,198.35830672884683,1000.0
group 10 source test case:0,0,false,102.79038309546998,1000.0
group 10 follow test case:0,0,false,103.79038309546998,1000.0
group 11 source test case:0,1,false,42.50330624451891,1000.0
group 11 follow test case:0,1,false,43.50330624451891,1000.0
group 12 source test case:0,0,false,141.39679640456592,1000.0
group 12 follow test case:0,0,false,142.39679640456592,1000.0
group 13 source test case:0,0,true,149.5214058486512,1000.0
group 13 follow test case:0,0,true,150.5214058486512,1000.0
group 14 source test case:0,1,true,49.95755472250233,1000.0
group 14 follow test case:0,1,true,50.95755472250233,1000.0
group 15 source test case:0,1,false,132.1006188466626,1000.0
group 15 follow test case:0,1,false,133.1006188466626,1000.0
group 16 source test case:0,0,false,57.288548958326686,1000.0
group 16 follow test case:0,0,false,58.288548958326686,1000.0
group 17 source test case:0,0,true,42.3394005876209,1000.0
group 17 follow test case:0,0,true,43.3394005876209,1000.0
group 18 source test case:0,1,false,97.09446660767026,1000.0
group 18 follow test case:0,1,false,98.09446660767026,1000.0
group 19 source test case:0,0,false,116.3542083739142,1000.0
group 19 follow test case:0,0,false,117.3542083739142,1000.0
group 20 source test case:0,1,false,70.16325690122088,1000.0
group 20 follow test case:0,1,false,71.16325690122088,1000.0
group 21 source test case:0,1,false,137.9086852561544,1000.0
group 21 follow test case:0,1,false,138.9086852561544,1000.0
group 22 source test case:0,0,false,61.38411608570712,1000.0
group 22 follow test case:0,0,false,62.38411608570712,1000.0
group 23 source test case:0,1,false,62.02810160034207,1000.0
group 23 follow test case:0,1,false,63.02810160034207,1000.0
group 24 source test case:0,1,false,164.98616120951792,1000.0
group 24 follow test case:0,1,false,165.98616120951792,1000.0
group 25 source test case:0,0,true,42.66071160411255,1000.0
group 25 follow test case:0,0,true,43.66071160411255,1000.0
group 26 source test case:0,1,true,105.18397359242789,1000.0
group 26 follow test case:0,1,true,106.18397359242789,1000.0
group 27 source test case:0,1,false,60.12671630690022,1000.0
group 27 follow test case:0,1,false,61.12671630690022,1000.0
group 28 source test case:0,0,true,189.2520902572508,1000.0
group 28 follow test case:0,0,true,190.2520902572508,1000.0
group 29 source test case:0,1,false,58.53321034406633,1000.0
group 29 follow test case:0,1,false,59.53321034406633,1000.0
group 30 source test case:0,1,true,76.19768345078765,1000.0
group 30 follow test case:0,1,true,77.19768345078765,1000.0
group 31 source test case:0,1,false,119.81889312516456,1000.0
group 31 follow test case:0,1,false,120.81889312516456,1000.0
group 32 source test case:0,0,true,59.408514166847795,1000.0
group 32 follow test case:0,0,true,60.408514166847795,1000.0
group 33 source test case:0,1,false,42.772324790825664,1000.0
group 33 follow test case:0,1,false,43.772324790825664,1000.0
group 34 source test case:0,0,false,183.90481356232326,1000.0
group 34 follow test case:0,0,false,184.90481356232326,1000.0
group 35 source test case:0,0,true,40.999054195619806,1000.0
group 35 follow test case:0,0,true,41.999054195619806,1000.0
group 36 source test case:0,1,true,139.0871711336564,1000.0
group 36 follow test case:0,1,true,140.0871711336564,1000.0
group 37 source test case:0,0,true,141.51251586031174,1000.0
group 37 follow test case:0,0,true,142.51251586031174,1000.0
group 38 source test case:0,1,true,40.849418346603585,1000.0
group 38 follow test case:0,1,true,41.849418346603585,1000.0
group 39 source test case:0,0,true,138.61622550505652,1000.0
group 39 follow test case:0,0,true,139.61622550505652,1000.0
group 40 source test case:0,0,false,70.80315665937555,1000.0
group 40 follow test case:0,0,false,71.80315665937555,1000.0
group 41 source test case:0,1,false,94.11618953754856,1000.0
group 41 follow test case:0,1,false,95.11618953754856,1000.0
group 42 source test case:0,0,true,40.55910320660607,1000.0
group 42 follow test case:0,0,true,41.55910320660607,1000.0
group 43 source test case:0,0,false,140.34614799399992,1000.0
group 43 follow test case:0,0,false,141.34614799399992,1000.0
