MR1:luggage+1 airClass=0, isStudent=F/T, area=0~1, economicfee=1000
group 1 source test case:0,1,true,48.548589653910525,1000.0
group 1 follow test case:0,1,true,49.548589653910525,1000.0
group 2 source test case:0,1,true,193.07063870749633,1000.0
group 2 follow test case:0,1,true,194.07063870749633,1000.0
group 3 source test case:0,0,true,51.39321160992205,1000.0
group 3 follow test case:0,0,true,52.39321160992205,1000.0
group 4 source test case:0,1,true,165.032426273491,1000.0
group 4 follow test case:0,1,true,166.032426273491,1000.0
group 5 source test case:0,1,false,131.78668858534581,1000.0
group 5 follow test case:0,1,false,132.78668858534581,1000.0
group 6 source test case:0,1,false,96.43154758323419,1000.0
group 6 follow test case:0,1,false,97.43154758323419,1000.0
group 7 source test case:0,0,false,123.8359320787618,1000.0
group 7 follow test case:0,0,false,124.8359320787618,1000.0
group 8 source test case:0,0,false,134.39287673444446,1000.0
group 8 follow test case:0,0,false,135.39287673444446,1000.0
group 9 source test case:0,0,false,48.456244567493826,1000.0
group 9 follow test case:0,0,false,49.456244567493826,1000.0
group 10 source test case:0,0,true,112.44291962210326,1000.0
group 10 follow test case:0,0,true,113.44291962210326,1000.0
group 11 source test case:0,1,true,177.2252264270159,1000.0
group 11 follow test case:0,1,true,178.2252264270159,1000.0
group 12 source test case:0,0,false,124.57884825315324,1000.0
group 12 follow test case:0,0,false,125.57884825315324,1000.0
group 13 source test case:0,1,true,45.016774315404234,1000.0
group 13 follow test case:0,1,true,46.016774315404234,1000.0
group 14 source test case:0,0,false,128.46207965291353,1000.0
group 14 follow test case:0,0,false,129.46207965291353,1000.0
group 15 source test case:0,1,true,188.0588267261837,1000.0
group 15 follow test case:0,1,true,189.0588267261837,1000.0
group 16 source test case:0,0,true,45.51752129522859,1000.0
group 16 follow test case:0,0,true,46.51752129522859,1000.0
group 17 source test case:0,0,false,108.31514458104962,1000.0
group 17 follow test case:0,0,false,109.31514458104962,1000.0
group 18 source test case:0,1,true,100.77031811191792,1000.0
group 18 follow test case:0,1,true,101.77031811191792,1000.0
group 19 source test case:0,0,true,106.90128670137828,1000.0
group 19 follow test case:0,0,true,107.90128670137828,1000.0
group 20 source test case:0,1,true,108.47888621139414,1000.0
group 20 follow test case:0,1,true,109.47888621139414,1000.0
group 21 source test case:0,1,false,110.34916520773179,1000.0
group 21 follow test case:0,1,false,111.34916520773179,1000.0
group 22 source test case:0,1,false,98.35231993947062,1000.0
group 22 follow test case:0,1,false,99.35231993947062,1000.0
group 23 source test case:0,1,false,113.78369715021587,1000.0
group 23 follow test case:0,1,false,114.78369715021587,1000.0
group 24 source test case:0,0,false,77.1844202062777,1000.0
group 24 follow test case:0,0,false,78.1844202062777,1000.0
group 25 source test case:0,1,false,43.179190793614055,1000.0
group 25 follow test case:0,1,false,44.179190793614055,1000.0
group 26 source test case:0,0,false,140.14064927115527,1000.0
group 26 follow test case:0,0,false,141.14064927115527,1000.0
group 27 source test case:0,1,false,135.14145006559386,1000.0
group 27 follow test case:0,1,false,136.14145006559386,1000.0
group 28 source test case:0,1,false,178.7292304875093,1000.0
group 28 follow test case:0,1,false,179.7292304875093,1000.0
group 29 source test case:0,1,true,195.79289060340943,1000.0
group 29 follow test case:0,1,true,196.79289060340943,1000.0
group 30 source test case:0,0,true,103.4375285436063,1000.0
group 30 follow test case:0,0,true,104.4375285436063,1000.0
group 31 source test case:0,0,false,197.11029229691962,1000.0
group 31 follow test case:0,0,false,198.11029229691962,1000.0
group 32 source test case:0,1,true,107.3691990217993,1000.0
group 32 follow test case:0,1,true,108.3691990217993,1000.0
group 33 source test case:0,0,false,62.125790523413656,1000.0
group 33 follow test case:0,0,false,63.125790523413656,1000.0
group 34 source test case:0,0,true,110.45934827871014,1000.0
group 34 follow test case:0,0,true,111.45934827871014,1000.0
group 35 source test case:0,1,true,182.00778271880318,1000.0
group 35 follow test case:0,1,true,183.00778271880318,1000.0
group 36 source test case:0,0,false,79.44233876238985,1000.0
group 36 follow test case:0,0,false,80.44233876238985,1000.0
group 37 source test case:0,1,false,119.80638992255976,1000.0
group 37 follow test case:0,1,false,120.80638992255976,1000.0
group 38 source test case:0,1,true,44.901655911062,1000.0
group 38 follow test case:0,1,true,45.901655911062,1000.0
group 39 source test case:0,0,true,75.30288157801658,1000.0
group 39 follow test case:0,0,true,76.30288157801658,1000.0
group 40 source test case:0,1,true,198.1301777398577,1000.0
group 40 follow test case:0,1,true,199.1301777398577,1000.0
group 41 source test case:0,0,true,58.52965177562381,1000.0
group 41 follow test case:0,0,true,59.52965177562381,1000.0
group 42 source test case:0,1,true,176.09314324429667,1000.0
group 42 follow test case:0,1,true,177.09314324429667,1000.0
group 43 source test case:0,0,true,135.32070951335692,1000.0
group 43 follow test case:0,0,true,136.32070951335692,1000.0
group 44 source test case:0,0,true,54.42017908195237,1000.0
group 44 follow test case:0,0,true,55.42017908195237,1000.0
group 45 source test case:0,0,false,174.26634660687964,1000.0
group 45 follow test case:0,0,false,175.26634660687964,1000.0
group 46 source test case:0,0,true,140.6968776724981,1000.0
group 46 follow test case:0,0,true,141.6968776724981,1000.0
group 47 source test case:0,0,false,123.34255227289776,1000.0
group 47 follow test case:0,0,false,124.34255227289776,1000.0
group 48 source test case:0,0,false,194.50433768771802,1000.0
group 48 follow test case:0,0,false,195.50433768771802,1000.0
group 49 source test case:0,1,false,167.7881768219902,1000.0
group 49 follow test case:0,1,false,168.7881768219902,1000.0
group 50 source test case:0,1,true,54.02539971955498,1000.0
group 50 follow test case:0,1,true,55.02539971955498,1000.0
group 51 source test case:0,1,true,82.64317482347835,1000.0
group 51 follow test case:0,1,true,83.64317482347835,1000.0
